Adjusted_savings:_energy_depletion_(%_of_GNI);Age_dependency_ratio_(%_of_working-age_population);Agriculture,_forestry,_and_fishing,_value_added_(%_of_GDP);GDP_deflator_(base_year_varies_by_country);GDP_per_capita_(constant_2010_US$);GDP_per_capita_(current_US$);General_government_final_consumption_expenditure_(%_of_GDP);GNI_(current_US$);Gross_fixed_capital_formation_(%_of_GDP);Inflation,_GDP_deflator_(annual_%);Premiums_per_capita_(USD)_-_Total
0;0.932119349;0.631958576;0.032310784;0.042157117;0.035855884;0.507090121;0.013005047;0.455425222;0.229883707;0.020487805
0.17894871;0.625280461;0.087690704;0.027636318;0.418136327;0.317029724;0.397185967;0.311236358;0.544551482;0.077982272;0.15902439
0.268801176;0.976553522;0.723624907;0.027772061;0.101339333;0.074923353;0.288298092;0.097534529;0.519669427;0.013553221;0.007804878
0;0.625880525;0.102616555;0.03699118;0.363210992;0.300121214;0.398230264;0.009027857;0.713014761;0.12782757;0.231219512
0;0.6982249;0.277283342;0.026119835;0.185874703;0.143672786;0.304533991;0.007483286;0.456095332;0.072062028;0.024390244
0.033023527;0.640021079;0.200294606;0.033341415;0.221024922;0.166232681;0.38216745;0.039851298;0.544850689;0.04076637;0.058536585
0.413646307;0.432451941;0.110494781;0.016717446;0.477585212;0.339207268;0.692806036;0.416035058;0.541319108;0.038927551;0.109268293
0.574013562;0.55721375;0.077210391;0.027570973;0.882429884;0.638306043;0.739480555;0.153955481;0.633889589;-0.310399708;0.138536585
0.087146164;0.587603538;0.073405155;0.030381263;0.337242175;0.232248833;0.662072391;0.101752208;0.529417486;0.148244568;0.865365854
0.035438224;0.550269042;0.485751407;0.032310784;0.191332819;0.162193586;0.37186953;0.004152691;0.699648455;0.088756988;0.026341463
0.133541575;0.631879353;0.192943365;0.080073988;0.485345827;0.411429575;0.505398525;0.143876593;0.409560738;0.413158102;0.202926829
0.067497426;0.514851386;0.111341736;0.032310784;0.527416682;0.447093204;0.633821597;0.752879607;0.50537591;0.166394922;0.310243902
0.27303186;0.569230807;0.171103469;0.027460716;0.296120358;0.251022397;0.458621599;0.097097708;0.542496454;0.075161344;0.140487805
0;0.514017888;0.175440955;0.024355736;0.384461359;0.325909412;0.553959306;0.012819744;0.4788389;0.130946435;0.154146341
0.204588977;0.965839708;0.663583733;0.020065833;0.056689905;0.048056256;0.405872432;0.008439434;0.303120513;0.106403595;0.018536585
0.359048139;0.654092301;0.26330573;0.039790128;0.216532052;0.183555076;0.439937299;0.024098448;0.606038095;0.147465453;0.086829268
0.364299542;0.663005477;0.360901645;0.013946455;0.123648594;0.104817401;0.372076763;0.075483158;0.472854798;0.19965136;0.018536585
0.054928926;0.622651736;0.460610603;0.029715552;0.063440222;0.053778527;0.366877623;0.583011814;0.817819128;0.207931585;0.059512195
0.187811755;0.567597275;0.376820819;0.032310784;0.145910927;0.123689269;0.300162281;0.258500951;0.762922008;0.301531395;0.049756098
0;0.923774717;0.67161266;0.03298662;0.04447326;0.037700158;0.472246086;0.014016418;0.501364664;0.041319035;0.022439024
0.206223502;0.616156705;0.087086359;0.028892431;0.433261114;0.367277158;0.392333179;0.36761194;0.53116875;0.08978508;0.174634146
0.41014364;0.9773203;0.646385788;0.032310784;0.106566969;0.09033724;0.294902399;0.120299514;0.413831881;0.322835582;0.007804878
0;0.622635404;0.097742906;0.03794938;0.377680331;0.320161108;0.420361263;0.009541479;0.728813333;0.051169796;0.245853659
0;0.686204174;0.360361104;0.027335897;0.203720165;0.172694389;0.302010742;0.009118814;0.524004846;0.091968889;0.029268293
0.042046616;0.634064527;0.184714783;0.035245452;0.23750314;0.20133235;0.350820424;0.048075983;0.578684391;0.112809934;0.07804878
0.444449113;0.433225391;0.090460997;0.019089837;0.498852532;0.422879262;0.62409598;0.519757181;0.532219234;0.280331679;0.123902439
0.735413972;0.53971106;0.071426226;0.032310788;0.900156857;0.763066523;0.673348824;0.188251907;0.601264735;0.339598003;0.147317073
0.121743563;0.583789597;0.064584541;0.032310789;0.342473039;0.290315748;0.674242902;0.129198071;0.474152508;0.125458635;0.92195122
0.087821423;0.535145452;0.493080608;0.033058709;0.196731385;0.17577297;0.365763932;0.004534878;0.722727588;0.045726354;0.027317073
0.151975635;0.628829601;0.189333643;0.099054304;0.508587501;0.508994881;0.522904444;0.181161128;0.424495063;0.468239225;0.256585366
0.08978888;0.507778813;0.117463152;0.034998577;0.543378443;0.524711649;0.622236389;0.896492419;0.50720438;0.164325227;0.377560976
0.419982564;0.558127398;0.164795955;0.029214578;0.313642522;0.290575289;0.444923679;0.11276488;0.539367238;0.126165139;0.162926829
0;0.508621289;0.151490859;0.02547445;0.396562907;0.365630646;0.565328837;0.014533424;0.478250858;0.090734731;0.168780488
0.279055597;0.95826848;0.722055721;0.020393994;0.052925053;0.047876812;0.374827713;0.008590558;0.220294735;0.03230623;0.017560976
0.503674752;0.645665655;0.259734754;0.042043306;0.230002547;0.20601478;0.424252351;0.027440202;0.63550048;0.111860321;0.103414634
