Adjusted_savings:_energy_depletion_(%_of_GNI);Age_dependency_ratio_(%_of_working-age_population);Agriculture,_forestry,_and_fishing,_value_added_(%_of_GDP);GDP_deflator_(base_year_varies_by_country);GDP_per_capita_(constant_2010_US$);GDP_per_capita_(current_US$);General_government_final_consumption_expenditure_(%_of_GDP);GNI_(current_US$);Gross_fixed_capital_formation_(%_of_GDP);Inflation,_GDP_deflator_(annual_%);Premiums_per_capita_(USD)_-_Total
0.194514047;0.68137443;0.588741787;0.036026551;0.15987976;0.146348344;0.308257119;0.313709567;0.805258077;0.074154253;0.155452436
0.269041342;0.733234158;0.139720791;0.031823963;0.452863367;0.405715786;0.398178189;0.414273003;0.562122725;0.080318465;0.496519722
0;0.754557936;0.134166801;0.042647812;0.445859907;0.424751284;0.361812395;0.013256356;0.87296446;0.12200074;0.700696056
0;0.811152144;0.456560304;0.030107344;0.205248828;0.205404187;0.390802862;0.011202233;0.480798053;0.094785311;0.106728538
0.047057267;0.75905131;0.296054587;0.038075484;0.263682932;0.258638675;0.362331634;0.06348887;0.616367238;0.023755905;0.236658933
0.471608872;0.546616166;0.128808133;0.025875669;0.539909427;0.610882494;0.598838337;0.75287609;0.530639231;0.175966347;0.419953596
0.928684075;0.604370927;0.091535853;0.038827381;0.981669393;1;0.665619947;0.262712651;0.548328657;0.079322632;0.417633411
0.094206653;0.628691668;0.861287498;0.033499774;0.202222511;0.174818984;0.367473822;0.004570975;0.641840694;0.00570401;0.064965197
0.129794069;0.765089444;0.266458268;0.150174076;0.503975874;0.518161185;0.560142826;0.18952122;0.400898825;0.473085408;0.80974478
0.082223791;0.605634746;0.198400507;0.040613685;0.560466716;0.487265043;0.629675493;0.857621682;0.514660312;0.148244945;0.923433875
0.350327022;0.661678265;0.237395151;0.030848645;0.336509746;0.325561615;0.469856174;0.129676745;0.525156233;0.037684307;0.503480278
0;0.611069421;0.210570061;0.027905;0.416500798;0.425616401;0.570939949;0.017266689;0.48767914;0.090675203;0.512761021
0.364751333;0.768590562;0.386039222;0.045505404;0.247472219;0.239915493;0.46679202;0.032979216;0.67811807;0.061139707;0.308584687
0.064159132;0.725157971;0.754898532;0.037031955;0.072181727;0.057424866;0.343132125;0.64489127;0.770216572;0.122208418;0.118329466
0.167414705;0.676412158;0.587981313;0.037815626;0.166517053;0.143558247;0.317220464;0.311349256;0.786705219;0.098098347;0.148491879
0.238993283;0.725579898;0.138173821;0.032310784;0.452996748;0.424867402;0.406332352;0.435192578;0.523041376;0.030218357;0.556844548
0;0.750924681;0.129622227;0.044995221;0.468587473;0.470973618;0.357049929;0.015015317;0.966928138;0.108729577;0.751740139
0;0.79645837;0.580431034;0.031413304;0.219239771;0.235187354;0.376614576;0.013051798;0.46901026;0.085686606;0.127610209
0.041767806;0.751104589;0.293548707;0.038478032;0.276610206;0.267662;0.383319813;0.067109349;0.622674288;0.020884645;0.262180974
0.423527029;0.561201201;0.131782645;0.02725229;0.548218438;0.632819541;0.622437731;0.778283455;0.539966829;0.105094211;0.454756381
0.850189942;0.582979733;0.094967766;0.03835511;0.978070071;0.984214719;0.748173103;0.267371372;0.582286433;-0.024027516;0.498839907
0.108775587;0.622140945;0.879995624;0.03401898;0.206237489;0.181377919;0.381683512;0.004695458;0.594565492;0.030616357;0.088167053
0.115807634;0.764001775;0.295502967;0.210668656;0.485940692;0.488630674;0.564930201;0.181026072;0.393280359;0.795751241;0.728538283
0.082010985;0.599538727;0.190419664;0.043800523;0.558491165;0.479828024;0.638377097;0.84769649;0.489092266;0.155004181;1
0.302444942;0.653488745;0.239782975;0.031538307;0.348113932;0.321441604;0.474736509;0.130057293;0.557940669;0.044162761;0.47099768
0;0.607753049;0.21517175;0.029637041;0.426462285;0.429699758;0.566977546;0.017539457;0.488278155;0.122611725;0.56612529
0.335008536;0.759986925;0.40176216;0.046884537;0.252914066;0.252622186;0.476483157;0.035235134;0.669770191;0.059868615;0.327146172
0.051100401;0.712845548;0.739205367;0.03826577;0.07664738;0.062347903;0.347988116;0.708698084;0.740300403;0.065815644;0.120649652
0.151527703;0.670832862;0.587103342;0.039873997;0.172576729;0.138317721;0.314131015;0.302801704;0.800264863;0.107524662;0.148491879
